id,n_crop,n_disease,n_medicine
509-2,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
510-1,[],[],"['碧护', '氨基酸']"
510-2,[],['根系发育不良'],"['海藻酸', '甲壳素']"
511-1,[],['低温冻害'],['碧护']
511-2,[],[],"['生物菌肥', '芸苔素内酯']"
512-1,[],['绵疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉']"
512-2,[],['绵疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
513-1,[],['缺硼'],"['速乐硼', '十螯合钙']"
513-2,[],['缺硼'],['螯合钙速乐硼']
514-1,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
514-2,[],['炭疽病'],['咪鲜胺']
515-1,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
515-2,[],"['炭疽病', '细菌性疮痂病']","['苯甲溴菌腈', '生菌素']"
516-1,[],[],"['噻菌铜', '噻菌锌', '多抗霉素', '王铜']"
517-1,[],['肥害'],['碧护']
517-2,[],[],"['氨基酸', '磷酸二氢钾']"
517-3,[],['肥害'],['碧护']
518-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
518-3,[],['肥害'],['碧护']
