id,text,n_corp,n_disease,n_medicine
216-3,辣椒根腐病为害，用恶霉灵加枯草芽孢杆菌灌墩。,['辣椒'],"['根腐病', '枯草芽孢杆菌']",['恶霉灵']
217-1,图片不清楚，新稍有疫病可能。,[],['疫病'],[]
217-2,疫病，用甲霜灵锰锌，烯酰吗啉，霜霉威盐酸盐，霜脲锰锌等防治。,[],['疫病'],"['甲霜灵', '锰锌', '，烯酰吗啉', '，霜霉威盐酸盐', '，霜脲锰锌']"
217-3,疫病，用甲霜灵锰锌，烯酰吗啉，霜霉威盐酸盐，霜脲锰锌等防治。,[],['疫病'],"['甲霜灵', '锰锌', '，烯酰吗啉', '，霜霉威盐酸盐', '，霜脲锰锌']"
218-1,根腐病用甲霜恶霉灵枯草芽孢杆菌灌根,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
218-2,茎基腐病属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['茎基腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
218-3,茎基腐病属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['茎基腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
219-1,枯萎病，可用噻菌铜，申嗪霉素，辛菌胺醋酸盐，甲硫福美双，噁霉稻瘟灵防治,[],['枯萎病'],"['噻菌铜', '，辛菌胺醋酸盐甲硫美双', '稻瘟灵']"
219-2,如果个别现象考虑青枯病危害建议使用噻唑锌或乙蒜素或中生菌素或喹啉铜、络氨铜喷施防治,[],['青枯'],"['噻唑锌', '乙蒜素', '生菌素', '喹啉铜', '络氨铜']"
219-3,枯萎病，可用噻菌铜，申嗪霉素，辛菌胺醋酸盐，甲硫福美双，噁霉稻瘟灵防治,[],['枯萎病'],"['噻菌铜', '，辛菌胺醋酸盐甲硫美双', '稻瘟灵']"
220-1,如果大面积发生，考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
220-2,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
220-3,如果大面积发生，考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
221-2,考虑湿度过大引起，可以用高渗乙蒜素，或者氯溴异氰尿酸，春雷王铜，氢氧化铜春雷霉素复配,[],[],"['乙蒜素', '氯溴异氰尿酸', '，春雷王铜', '，氢氧化铜', '春雷霉素']"
221-3,考虑湿度过大引起，可以用高渗乙蒜素，或者氯溴异氰尿酸，春雷王铜，氢氧化铜春雷霉素复配,[],[],"['乙蒜素', '氯溴异氰尿酸', '，春雷王铜', '，氢氧化铜', '春雷霉素']"
222-1,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
222-2,多考虑，干旱小水就可以了，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
222-3,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
223-1,高氮缺硼，缺钙引起严重缺硼造成的。建议注意均匀浇水，防止干旱诱发生理性缺硼，选用糖醇硼、速乐硼等喷施缓解。同时注意平衡用肥，控氮，提前补充速乐硼，糖醇钙喷雾。,[],"['硼', '，缺钙', '缺硼硼']","['速乐硼', '速乐硼', '，糖醇钙']"
223-2,氮肥过量，缺硼钙等元素，喷施糖醇钙，速乐硼，氨基酸钙，叶面用磷酸二氢钾、碧护及芸苔素可缓解,[],"['氮肥过量', '，缺硼']","['糖醇钙乐硼基', '磷酸二氢钾', '碧护', '芸苔素']"
223-3,高氮缺硼，缺钙引起严重缺硼造成的。建议注意均匀浇水，防止干旱诱发生理性缺硼，选用糖醇硼、速乐硼等喷施缓解。同时注意平衡用肥，控氮，提前补充速乐硼，糖醇钙喷雾。,[],"['硼', '，缺钙', '缺硼硼']","['速乐硼', '速乐硼', '，糖醇钙']"
224-1,辣椒炭疽病，疫病，灰霉病混合发生，可以使用啶酰菌胺加烯酰吗啉加凯泽防治,['辣椒'],['炭疽病病'],"['啶酰菌胺', '烯酰吗啉']"
224-2,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
224-3,辣椒炭疽病，疫病，灰霉病混合发生，可以使用啶酰菌胺加烯酰吗啉加凯泽防治,['辣椒'],['炭疽病病'],"['啶酰菌胺', '烯酰吗啉']"
225-1,考虑低温冷害缺钙引起的生理性病害或者用药不当引起的药害，注意增加保温措施，叶面喷施磷酸二氢钾加氨基酸钙叶面肥加芸苔素调理,[],"['钙', '生理性', '用药不当']","['磷酸二氢钾', '氨基', '叶面肥苔']"
225-2,多考虑，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
225-3,考虑低温冷害缺钙引起的生理性病害或者用药不当引起的药害，注意增加保温措施，叶面喷施磷酸二氢钾加氨基酸钙叶面肥加芸苔素调理,[],"['钙', '生理性', '用药不当']","['磷酸二氢钾', '氨基', '叶面肥苔']"
226-1,生理性缺钙导致脐腐病，可叶面喷施速乐硼，螯合钙，磷酸二氢钾调理,[],"['钙', '脐腐病']","['速乐硼', '，螯合钙', '，磷酸二氢钾']"
226-2,你好考虑日灼，因为高温干旱，缺少遮阳引起，可用糖醇钙，硫酸铜，螯合钙喷雾缓解改善。,[],[],"['糖醇钙', '，硫酸铜', '，螯合钙']"
226-3,生理性缺钙导致脐腐病，可叶面喷施速乐硼，螯合钙，磷酸二氢钾调理,[],"['钙', '脐腐病']","['速乐硼', '，螯合钙', '，磷酸二氢钾']"
227-1,叶面喷施氨基酸加磷酸二氢钾肥缓解,[],[],['氨基酸酸二氢钾']
227-2,主要是光合营养物质供应不足。建议喷施磷酸二氢钾 + 苯肽胺酸，调节水分和茎叶光合营养物质向果实运转。,[],['供应不足'],['磷酸二氢钾 ']
227-3,主要是光合营养物质供应不足。建议喷施磷酸二氢钾 + 苯肽胺酸，调节水分和茎叶光合营养物质向果实运转。,[],['供应不足'],['磷酸二氢钾 ']
228-1,霜霉病对口杀菌剂药效较好的有 80% 大生可湿性粉剂、58% 代森锰锌可湿性粉剂、72·2% 普力克、50% 安克、53% 雷多米尔、60% 灭克可湿性粉剂、52·5% 抑快净水分散粒剂、72% 霜疫清可湿性粉剂、75% 百菌清可湿性粉剂、50% 甲霜灵铜可湿性粉剂、72% 杜邦克露可湿性粉剂、25% 烯肟菌酯乳油、25% 阿米西达悬乳剂、69% 的安克锰锌可湿性粉剂,[],['霜霉病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '72·2% 普力克% 雷多米尔', '湿性粉剂', '72% 霜疫清', '湿性粉剂', '75% 百菌清', '湿性粉剂甲霜灵', '湿性粉剂', '克露', '湿性粉剂%肟菌酯锌', '湿性粉剂']"
228-2,霜霉病危害，建议在发病初期使用烯酰吗啉或霜脲锰锌或甲霜锰锌或银法利等药物轮换交替喷雾防治。具体用量参照包装说明使用。,[],['霜霉病初期'],"['烯酰吗啉', '霜脲锰锌霜锰锌']"
228-3,霜霉病对口杀菌剂药效较好的有 80% 大生可湿性粉剂、58% 代森锰锌可湿性粉剂、72·2% 普力克、50% 安克、53% 雷多米尔、60% 灭克可湿性粉剂、52·5% 抑快净水分散粒剂、72% 霜疫清可湿性粉剂、75% 百菌清可湿性粉剂、50% 甲霜灵铜可湿性粉剂、72% 杜邦克露可湿性粉剂、25% 烯肟菌酯乳油、25% 阿米西达悬乳剂、69% 的安克锰锌可湿性粉剂,[],['霜霉病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '72·2% 普力克% 雷多米尔', '湿性粉剂', '72% 霜疫清', '湿性粉剂', '75% 百菌清', '湿性粉剂甲霜灵', '湿性粉剂', '克露', '湿性粉剂%肟菌酯锌', '湿性粉剂']"
229-1,高温障碍造成的副作用，使用氨基酸或海藻酸叶面肥加云臺素内脂喷雾调理，加强肥水供应。,[],['高温障碍'],"['氨基酸', '海藻面肥']"
229-2,药害等生理性病害，叶面喷施氨基酸十芸苔素或碧护缓解。,[],['生理性'],"['氨基酸', '十芸苔素', '碧护']"
229-3,高温障碍造成的副作用，使用氨基酸或海藻酸叶面肥加云臺素内脂喷雾调理，加强肥水供应。,[],['高温障碍'],"['氨基酸', '海藻面肥']"
230-1,如果大面积发生，考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
230-2,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
230-3,如果大面积发生，考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
231-1,脐腐病，缺钙引起，叶面喷施螯合钙。,[],"['脐腐病', '，缺钙']",['螯合钙']
231-2,脐腐病，缺钙导致的，叶面喷施氨基酸钙或螯合钙。,[],"['脐腐病', '，缺钙']","['氨基', '螯合钙']"
231-3,脐腐病，缺钙导致的，叶面喷施氨基酸钙或螯合钙。,[],"['脐腐病', '，缺钙']","['氨基', '螯合钙']"
232-1,激素药使用不当引起，喷施芸苔素氨基酸二氢钾缓解,[],[],"['苔', '氨基酸二氢']"
232-2,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
232-3,激素药使用不当引起，喷施芸苔素氨基酸二氢钾缓解,[],[],"['苔', '氨基酸二氢']"
233-1,僵蚜，是已经被蚜茧蜂寄生的蚜虫。,[],['蚜虫'],[]
233-2,蚜虫危害，可选用 50% 氟啶虫胺腈水分散剂 10000 倍液、75% 螺虫·吡蚜酮水分散剂 4000 倍液等喷施防治。,[],['蚜虫'],['% 螺虫蚜酮']
233-3,蚜虫危害，可选用 50% 氟啶虫胺腈水分散剂 10000 倍液、75% 螺虫·吡蚜酮水分散剂 4000 倍液等喷施防治。,[],['蚜虫'],['% 螺虫蚜酮']
234-1,辣椒疫病危害，可选用 10% 氰霜唑悬浮剂 200 倍液、58% 精甲霜·锰锌可湿性粉剂 600 倍液等喷施防治。,['辣椒'],['疫病危害'],"['氰霜唑% 甲霜·锰锌', '湿性粉剂']"
234-2,疫病危害使用银法利或克露或增威赢绿防治,[],['疫病危害'],['克露']
234-3,辣椒疫病危害，可选用 10% 氰霜唑悬浮剂 200 倍液、58% 精甲霜·锰锌可湿性粉剂 600 倍液等喷施防治。,['辣椒'],['疫病危害'],"['氰霜唑% 甲霜·锰锌', '湿性粉剂']"
235-1,有可能是蓟马为害，用乙基多杀霉素，螺虫乙酯，啶虫脒，烯啶虫胺，噻虫嗪喷雾防治。,[],['蓟马'],"['基多杀霉', '，螺虫乙酯', '，烯啶虫胺', '，噻虫嗪']"
235-2,薊马，病害表现：果实上有伤疤，心也卷曲。；防治方法：1·挂黄板，蓝板诱杀。2·抓虫朗 800-1200 倍，亩旺特 2500 倍，20% 的啶虫脒 1500 倍，杀虫环 1250 倍，艾绿士 1250 倍,[],['，病害表现'],['，杀虫']
235-3,有可能是蓟马为害，用乙基多杀霉素，螺虫乙酯，啶虫脒，烯啶虫胺，噻虫嗪喷雾防治。,[],['蓟马'],"['基多杀霉', '，螺虫乙酯', '，烯啶虫胺', '，噻虫嗪']"
236-1,用烯酰吗啉霜霉防治,[],[],['烯酰吗啉']
236-2,对疫病效果都不好，可以用代森锰锌。,[],['疫病'],['代森锰锌']
236-3,都不行！疫病危害使用银法利或克露或增威赢绿防治,[],['疫病危害'],['克露']
237-1,考虑湿度过大引起，可以用高渗乙蒜素，或者氯溴异氰尿酸，春雷王铜，氢氧化铜春雷霉素复配,[],[],"['乙蒜素', '氯溴异氰尿酸', '，春雷王铜', '，氢氧化铜', '春雷霉素']"
237-2,青苔，可用氯溴异氰尿酸，噻菌铜，乙蒜素，硫酸铜，松脂酸铜等药防治。,[],[],"['氯溴异氰尿酸', '，噻菌铜', '，乙蒜素', '，硫酸铜', '，松脂酸铜']"
237-3,考虑湿度过大引起，可以用高渗乙蒜素，或者氯溴异氰尿酸，春雷王铜，氢氧化铜春雷霉素复配,[],[],"['乙蒜素', '氯溴异氰尿酸', '，春雷王铜', '，氢氧化铜', '春雷霉素']"
238-1,脐腐病，也有炭疽病可能，叶面喷施苯甲溴菌腈和螯合钙。,[],"['脐腐病', '炭疽病']","['苯甲溴菌腈', '螯合钙']"
238-2,考虑是脐腐病，喷糖醇钙，鳌合钙调理，,[],['脐腐病'],"['糖醇钙', '，鳌合钙']"
238-3,脐腐病，也有炭疽病可能，叶面喷施苯甲溴菌腈和螯合钙。,[],"['脐腐病', '炭疽病']","['苯甲溴菌腈', '螯合钙']"
239-1,病毒病为害，用阿泰灵，毒氟磷喷雾防治。,[],['病毒病'],[]
239-2,茶黄螨危害，喷阿维菌素 + 乙螨唑 + 青皮桔油防治,[],['茶黄螨'],"['菌', '+ 乙螨唑']"
239-3,茶黄螨危害，喷阿维菌素 + 乙螨唑 + 青皮桔油防治,[],['茶黄螨'],"['菌', '+ 乙螨唑']"
240-1,主要是由于氮肥过大，磷钾不足导致营养过旺、以及肥水及光照不充足、缺硼、钙肥等原因都能引起此症状建议应减少氮肥使用量，增施磷钾，花前叶面用碧护＋速乐硼＋鳌合钙喷施调节促进花芽分化，提高坐果率,[],['缺硼'],"['碧护', '速乐硼', '鳌合钙']"
240-2,落花落果，温度不适，授粉不良，是缺微肥，旺长，干旱严重，都可引起落果，可以喷施氨基酸二轻钾肥补充，及时浇水冲施水溶肥。,[],[],"['肥', '氨基酸二轻', '水溶肥']"
240-3,主要是由于氮肥过大，磷钾不足导致营养过旺、以及肥水及光照不充足、缺硼、钙肥等原因都能引起此症状建议应减少氮肥使用量，增施磷钾，花前叶面用碧护＋速乐硼＋鳌合钙喷施调节促进花芽分化，提高坐果率,[],['缺硼'],"['碧护', '速乐硼', '鳌合钙']"
241-1,疫病危害使用银法利或克露或增威赢绿防治,[],['疫病危害'],['克露']
241-2,炭疽病危害，建议选用苯醚甲环唑、溴菌腈、咪鲜胺、啶氧菌酯等喷施防治。,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
241-3,疫病危害使用银法利或克露或增威赢绿防治,[],['疫病危害'],['克露']
242-1,如果大面积发生，考虑药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
242-2,叶面喷施碧护加氨基酸肥缓解缓解,[],[],"['碧护', '氨基酸']"
242-3,如果大面积发生，考虑药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
243-1,看第一图感觉像是软腐病，可用防治细菌性病害的药尝试治疗,[],"['软腐病', '细菌性']",[]
243-2,辣椒被烟青虫为害后引发的软腐病，可以用氯虫苯甲酰胺，甲维盐，四氯虫酰胺喷雾防治。,['辣椒'],['软腐病'],['氯虫苯甲酰胺甲氯胺']
243-3,看第一图感觉像是软腐病，可用防治细菌性病害的药尝试治疗,[],"['软腐病', '细菌性']",[]
244-1,炭疽病危害建议使用肟菌戊唑醇或氟硅唑或苯甲丙环唑防治,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
244-2,炭疽病，用苯醚甲环唑，咪鲜胺，溴菌腈等防治。,[],['炭疽病'],"['苯醚甲环唑', '，咪鲜胺', '，溴菌腈']"
244-3,炭疽病危害建议使用肟菌戊唑醇或氟硅唑或苯甲丙环唑防治,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
245-1,疫病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['疫病危害'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
245-2,疫病用克露或烯酰吗啉或银法利,[],['疫病'],"['克露', '烯酰吗啉']"
245-3,疫病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['疫病危害'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
246-1,夜蛾类幼虫危害，钻蛀前可以四氯虫酰胺，茚虫威，氯虫苯甲酰胺，苏云金杆菌，康宽等复配甲维盐交替使用喷雾防治。,[],['夜蛾类'],"['氯胺', '，茚虫威', '，氯虫苯甲酰胺菌']"
246-2,虫子为害，用氯虫苯甲酰胺，苏云·虫酰肼，甲维·高氯，氟虫双酰胺，茚虫威，四氯虫酰胺喷雾防治。,[],[],"['氯虫苯甲酰胺酰肼', '，氟虫双酰胺', '，茚虫威氯胺']"
246-3,夜蛾类幼虫危害，钻蛀前可以四氯虫酰胺，茚虫威，氯虫苯甲酰胺，苏云金杆菌，康宽等复配甲维盐交替使用喷雾防治。,[],['夜蛾类'],"['氯胺', '，茚虫威', '，氯虫苯甲酰胺菌']"
247-1,图片不清楚，有可能是缺硼钙引起，叶面喷施速乐硼螯合钙。,[],['缺硼'],"['速乐硼', '螯合钙']"
247-2,考虑辣椒脐腐病， 缺钙所造成的 生理性病害。在开花结果期间，叶面喷施螯合钙、氨基酸钙或者糖醇钙加氨基酸叶面肥加芸苔素，能明显减轻脐腐病的发生和危害。,['辣椒'],"['脐腐病钙', '脐腐病']","['螯合钙', '氨基', '糖醇钙', '氨基酸叶面肥']"
247-3,图片不清楚，有可能是缺硼钙引起，叶面喷施速乐硼螯合钙。,[],['缺硼'],"['速乐硼', '螯合钙']"
248-1,你好，打药没有？考虑用药不当药害引起，可用碧护或者阿泰灵或者芸苔素内酯，复配氨基酸叶面肥或者黄腐酸钾叶面肥，磷酸二氢钾，喷雾调节，连用二次,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '叶面肥', '，磷酸二氢钾']"
248-2,不是病害，是生理性温度不适，气害药害等引起，喷药注意浓度，高温不要喷施药,[],[],[]
248-3,你好，打药没有？考虑用药不当药害引起，可用碧护或者阿泰灵或者芸苔素内酯，复配氨基酸叶面肥或者黄腐酸钾叶面肥，磷酸二氢钾，喷雾调节，连用二次,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '叶面肥', '，磷酸二氢钾']"
249-1,虫害。用氯虫苯甲酰胺，苏云·虫酰肼，甲维·高氯，氟虫双酰胺，茚虫威，四氯虫酰胺喷雾防治。,[],['虫害'],"['氯虫苯甲酰胺酰肼', '，氟虫双酰胺', '，茚虫威氯胺']"
249-2,考虑烟青虫，可用甲维盐虱螨脲，甲维盐茚虫威，氯虫苯甲酰胺，苏云金杆菌或者斜纹夜蛾多角体病毒，或者康宽或者普尊。,[],"['烟青虫', '斜纹夜蛾']","['虱螨脲甲', '茚虫威', '，氯虫苯甲酰胺菌']"
249-3,虫害。用氯虫苯甲酰胺，苏云·虫酰肼，甲维·高氯，氟虫双酰胺，茚虫威，四氯虫酰胺喷雾防治。,[],['虫害'],"['氯虫苯甲酰胺酰肼', '，氟虫双酰胺', '，茚虫威氯胺']"
250-1,叶片皱缩卷曲，考虑温度不适引起的生理性病害或者药害，注意增加保温措施，及时叶面喷施磷酸二氢钾加氨基酸叶面肥加芸苔素提高抗逆性，或者叶面喷施天达 2116 缓解。,[],['生理性'],"['磷酸二氢钾', '氨基酸叶面肥']"
250-2,你好，蓟马危害，烯啶虫胺，联苯菊酯，噻虫嗪，高氯，乙基多杀菌素。艾美乐或者艾绿士或者特福利。,[],['马'],"['，烯啶虫胺', '，联苯菊酯', '，噻虫嗪', '，乙基多杀菌素']"
250-3,叶片皱缩卷曲，考虑温度不适引起的生理性病害或者药害，注意增加保温措施，及时叶面喷施磷酸二氢钾加氨基酸叶面肥加芸苔素提高抗逆性，或者叶面喷施天达 2116 缓解。,[],['生理性'],"['磷酸二氢钾', '氨基酸叶面肥']"
251-1,炭疽病用苯醚甲环唑吡唑醚菌酯溴菌氰,[],['炭疽病'],['苯醚甲环唑吡唑醚菌酯溴菌氰']
251-2,辣椒 - 炭疽病；病害表现：果实上病斑近圆形，发生中心凹陷；防治方法：1，25% 嘧菌酯 1500 倍，50% 多菌灵 600 倍，70% 甲基托布津 800 倍，10% 苯醚甲环唑 1000 倍，75% 百菌清 600 倍，隔 7～10 天喷一次，连续喷 2 到 3 次。,['辣椒'],"['炭疽病', '病害表现', '病斑']","['25% 嘧菌酯', '，50% 多菌灵0% 甲基托布津苯醚甲环唑5% 百菌清']"
251-3,辣椒 - 炭疽病；病害表现：果实上病斑近圆形，发生中心凹陷；防治方法：1，25% 嘧菌酯 1500 倍，50% 多菌灵 600 倍，70% 甲基托布津 800 倍，10% 苯醚甲环唑 1000 倍，75% 百菌清 600 倍，隔 7～10 天喷一次，连续喷 2 到 3 次。,['辣椒'],"['炭疽病', '病害表现', '病斑']","['25% 嘧菌酯', '，50% 多菌灵0% 甲基托布津苯醚甲环唑5% 百菌清']"
252-1,药害引起喷施芸苔素氨基酸二氢钾,[],[],"['苔', '氨基酸二氢']"
252-2,温度不适，用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['药不当'],"['碧护', '芸苔素内酯']"
252-3,温度不适，用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['药不当'],"['碧护', '芸苔素内酯']"
253-1,蚜虫为害排泄的蜜露。及时防治蚜虫。,[],"['蚜虫', '蚜虫']",[]
253-2,您好，蚜虫危害用吡虫啉，吡蚜蚨虫胺，螺虫乙酯，烯啶虫胺，啶虫脒，噻虫嗪，防治,[],['虫'],"['吡虫啉', '，螺虫乙酯', '，烯啶虫胺虫嗪']"
253-3,您好，蚜虫危害用吡虫啉，吡蚜蚨虫胺，螺虫乙酯，烯啶虫胺，啶虫脒，噻虫嗪，防治,[],['虫'],"['吡虫啉', '，螺虫乙酯', '，烯啶虫胺虫嗪']"
254-1,炭疽病和疫病混合发生。用苯醚甲环唑，咪鲜胺锰盐，腐霉利，氟硅唑，啶氧菌酯，苯甲溴菌腈，吡唑嘧菌酯等加烯酰吗啉交替使用喷雾防治,[],"['炭疽病', '疫病']","['苯醚甲环唑', '，咪鲜盐', '，腐霉利', '，氟硅唑', '，啶氧菌酯', '，苯甲溴菌腈', '，吡唑嘧菌酯', '烯酰吗啉']"
254-2,辣椒疫病炭疽病，可以用银法利和苯甲溴菌腈喷雾防治。,['辣椒'],"['疫病', '炭疽病']",['苯甲溴菌腈']
254-3,炭疽病和疫病混合发生。用苯醚甲环唑，咪鲜胺锰盐，腐霉利，氟硅唑，啶氧菌酯，苯甲溴菌腈，吡唑嘧菌酯等加烯酰吗啉交替使用喷雾防治,[],"['炭疽病', '疫病']","['苯醚甲环唑', '，咪鲜盐', '，腐霉利', '，氟硅唑', '，啶氧菌酯', '，苯甲溴菌腈', '，吡唑嘧菌酯', '烯酰吗啉']"
255-1,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
255-2,疫病，72·2％普力克 AS600 倍 77％可杀得 WP1000 倍 20％噻森铜 SC500 倍灌根中心周边植株或 5％科佳 1500 倍，66·8％霉多克 WP600 倍或 50％安克 WP2000 倍 50％施得益 WP500－600 倍百泰 EC1000 倍，52·5％抑快净 WG2000－3000 倍，40％疫霜灵 WP400 倍或 72％克露 WP1000 倍 25％凯润 EC2000 倍，64％杀毒矾 WP600 倍或 86·2％铜大师 WP2000 倍或 80％疫霜灵 WP700 倍，68％金雷多米尔 WP1000 倍,[],['疫病'],['得％霉多灵2％克露％杀毒矾灵']
255-3,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
256-2,温度不适，用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['药不当'],"['碧护', '芸苔素内酯']"
256-3,温度不适，用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['药不当'],"['碧护', '芸苔素内酯']"
257-1,可以使用咯菌腈拌种处理。,[],[],['咯菌腈']
257-2,药剂浸种: 用 50% 多菌灵可湿性粉剂或福美双拌种，用药量为种子的 0·2% 至 0·3%。,[],[],"[' 多菌灵', '湿性粉剂', '福美双']"
257-3,药剂浸种: 用 50% 多菌灵可湿性粉剂或福美双拌种，用药量为种子的 0·2% 至 0·3%。,[],[],"[' 多菌灵', '湿性粉剂', '福美双']"
258-1,可用腐植酸，枯草芽孢杆菌灌根，促进根系生长，叶面喷施碧护，磷酸二氢钾缓解,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '，磷酸二氢钾']"
258-2,多考虑，天气变化。温度不适，根系吸收不良，或者用药导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
258-3,可用腐植酸，枯草芽孢杆菌灌根，促进根系生长，叶面喷施碧护，磷酸二氢钾缓解,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '，磷酸二氢钾']"
259-1,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
259-2,温度不适喷药不当引起喷施芸苔素氨基酸，冲施腐殖酸枯草芽孢杆菌,[],['枯草芽孢杆菌'],['氨基酸']
