id,text,n_crop,n_disease,n_medicine
27-1,根腐病/n_disease ，可以/n_new 在/p 发病初期/n_disease 用/v （/wkz 1）/wky 多菌灵/n_medicine +福美双/n_medicine +乙蒜素/n_medicine +生根剂/n_medicine （/wkz 2）/wky 恶霉灵/n_medicine +乙蒜素/n_medicine +生根剂/n_medicine （/wkz 3）/wky 枯草芽孢杆菌/n_disease +生根剂/n_medicine （/wkz 4）/wky 精/a 甲/n 咯菌腈/n_medicine +生根剂/n_medicine 灌根/n_new 淋/v 茎/n 处理/vn ,[],"['根腐病', '发病初期', '枯草芽孢杆菌']","['多菌灵', '福美双', '乙蒜素', '生根剂', '恶霉灵', '乙蒜素', '生根剂', '生根剂', '咯菌腈', '生根剂']"
27-2,青枯病/n_disease ,[],['青枯病'],[]
27-3,你好/n_new ，注意/v 枯萎病/n_disease 危害/vn ，防治/v 可用/a 甲基硫菌灵/n_medicine ，咯菌腈/n_medicine ，精甲霜灵/n_medicine 咯菌腈/n_medicine ，恶霉灵/n_medicine ，甲霜恶霉灵/n_medicine ，甲霜灵/n_medicine ，恶霉灵/n_medicine ，枯草芽孢杆菌/n_disease 复配/n_new 甲霜恶霉灵/n_medicine 灌根/n_new ，连/ulian 用/v 二到/v 三次/qv ，间隔/n 五到/v 七天/qt ,[],"['枯萎病', '枯草芽孢杆菌']","['甲基硫菌灵', '咯菌腈', '精甲霜灵', '咯菌腈', '恶霉灵', '甲霜恶霉灵', '甲霜灵', '恶霉灵', '甲霜恶霉灵']"
28-2,多/ad 考虑/n_new ，干旱/a 小/a 水/n 就/d 可以/n_new 了/y ，天气变化/n_new 。/wj 温度/n_new 不适/a ，根系吸收/n_new 不良/a ，或者/c 用药/n_new ，导致/v 生理性/n_new 症状/n ，可用/v 生物菌肥/n_medicine 灌根/n_new 养根/n_new ，叶面/n 芸苔素内酯/n_medicine 喷雾/n_new 缓解/n_new ,[],[],"['生物菌肥', '芸苔素内酯']"
28-3,根系发育不良/n_disease 及/cc 缺素/n_disease 导致/v ，可/c 喷施/n_new 氨基酸二轻钾肥/n_medicine ，冲施/n_new 水溶肥/n_medicine ，叶面/n 用/v 碧护/n_medicine ，磷酸二氢钾/n_medicine ，芸苔素/n_medicine 可/v 缓解/n_new ,[],"['根系发育不良', '缺素']","['氨基酸二轻钾肥', '水溶肥', '碧护', '磷酸二氢钾', '芸苔素']"
29-1,病毒病/n_disease 用/p 氨基寡糖素/n_medicine 阿/b 泰/b 灵/a 宁南霉素/n_medicine ,[],['病毒病'],"['氨基寡糖素', '宁南霉素']"
29-2,如果/c 个别现象考虑/n_new 病毒病/n_disease 危害/vn 病毒病/n_disease 通常/d 由/p 蓟马/n_disease 锉/n 吸/v 式/k 或/c 蚜虫/n_disease 等/udeng 刺吸式害虫/n_disease 传染/v 导致/v ，只能预防/n_new 难/ad 治愈/v ，温度/n_new 高/a ，日照/n 强/ng ，干旱/a 的/ude1 气候条件/n_new ，缺水缺/n_disease 肥/n 发病/vi 重/v   建议/n 用/p 6%低/a 聚糖/n_new 素/dg 62-/wp 83毫升/q //w 亩/q 喷雾/n_new 1%香菇/n 多糖/n_new 83-/wp 125毫升/q //w 亩/q 喷雾/n_new 8%宁南霉素/n_medicine 75-/wp 104毫升/q //w 亩/q 喷雾/n_new 5%盐酸吗啉胍/n_medicine 400-/wp 500克/q //w 亩/q 喷雾/n_new 2%氨基寡糖素/n_medicine 160-/wp 230毫升/q //w 亩/q 可以/n_new 用/p 以上/f 药剂/n +碧护/n_medicine +烯啶虫胺/n_medicine +氨基酸叶面肥/n_medicine 交替使用/n_new 防治/vn ,[],"['病毒病', '病毒病', '蓟马', '蚜虫', '刺吸式害虫', '缺水缺']","['宁南霉素', '盐酸吗啉胍', '氨基寡糖素', '碧护', '烯啶虫胺', '氨基酸叶面肥']"
29-3,病毒/n 感染/v 叶面喷施/n_new 氨基寡糖素/n_medicine 或/c 宁南霉素/n_medicine 或/c 香菇/n 多糖/n_new 防治/vn ,[],[],"['氨基寡糖素', '宁南霉素']"
31-1,药害/n_new ，可/c 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],[],['微生物菌剂']
31-2,用药不当/n_disease 引起/v ，可/c 喷施/n_new 氨基酸/n_medicine ＋/w 磷酸二氢钾/n_medicine ，碧护/n_medicine 或/c 芸苔素内酯/n_medicine 可/v 缓解/n_new ,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
31-3,用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
32-1,如果/c 大面积/d 发生/v ，考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
32-2,温度/n_new 不适/a 或/c 用药不当/n_disease 引起/v ，可/c 喷施/n_new 氨基酸/n_medicine ＋/w 磷酸二氢钾/n_medicine ，碧护/n_medicine 或/c 芸苔素内酯/n_medicine 可/v 缓解/n_new ,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
32-3,多/ad 考虑/n_new ，天气变化/n_new 。/wj 温度/n_new 不适/a ，根系吸收/n_new 不良/a ，或者/c 用药/n_new ，导致/v 生理性/n_new 症状/n ，可用/v 生物菌肥/n_medicine 灌根/n_new 养根/n_new ，叶面/n 芸苔素内酯/n_medicine 喷雾/n_new 缓解/n_new ,[],[],"['生物菌肥', '芸苔素内酯']"
33-1,病毒/n 感染/v 叶面喷施/n_new 氨基寡糖素/n_medicine 或/c 宁南霉素/n_medicine 或/c 香菇/n 多糖/n_new 防治/vn ,[],[],"['氨基寡糖素', '宁南霉素']"
33-2,你好/n_new ，个别考虑/n_new 病毒病/n_disease ，防治/v 可用/a 氨基寡糖素/n_medicine ，盐酸吗啉胍/n_medicine ，宁南霉素/n_medicine ，松脂酸铜/n_medicine ，病毒/n A/rzv 加上/v 烯啶吡蚜酮/n_medicine ，钝化病毒/n_disease 病/n ，切断/v 传播途径/n_new 。/wj ,[],"['病毒病', '钝化病毒']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
33-3,个别/n_new 株/q 考虑/n_new 病毒病/n_disease ，首先/n_new 要/v 防治/vn 蚜虫/n_disease 、/wn 白粉虱/n_disease 、/wn 蓟马/n_disease 、/wn 螨虫/n_disease ，可/c 减少/v 病毒病/n_disease 发生/v 。/wj 可以选用/n_new 盐酸/n_medicine 吗/y 啉/x 呱/w ，宁南霉素/n_medicine 、/wn 吗/y 呱/w 乙酸铜/n_medicine 、/wn 香/n 茹/nr1 多糖/n_new 加功夫/n_new ，阿维菌素/n_medicine ，喷雾/n_new 防治/vn ，间隔/n 5-/wp 7天/qt 再/d 喷/v 一次/qv ，大面积/d 考虑/n_new 喷药/v 不当/a 引起/v ,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸', '宁南霉素', '乙酸铜', '阿维菌素']"
34-1,考虑/n_new 可用/v 甲/Mg 维/q 盐/n 虱螨脲/n_medicine ，甲/Mg 维/q 盐/n 茚虫威/n_medicine ，氯虫苯甲酰胺/n_medicine ，苏云金杆菌/n_medicine 或者/c 斜纹夜蛾/n_disease 多角/q 体/ng 病毒/n ，或者/c 康/ag 宽/a 或者/c 普/ag 尊/ag 。/wj ,[],['斜纹夜蛾'],"['虱螨脲', '茚虫威', '氯虫苯甲酰胺', '苏云金杆菌']"
34-2,用/p 氯虫苯甲酰胺/n_medicine ，苏云/nr ·/w 虫酰肼/n_medicine ，甲维/nrf ·/w 高氯/n_new ，氟虫双酰胺/n_medicine ，茚虫威/n_medicine ，四氯/n 虫/n 酰胺/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],[],"['氯虫苯甲酰胺', '虫酰肼', '氟虫双酰胺', '茚虫威', '酰胺']"
34-3,夜蛾类/n_disease 害虫危害/n_disease 建议使用/n_new 阿维菌素/n_medicine +氯虫苯甲酰胺/n_medicine 或/c 四氯/n 虫/n 酰胺/n_medicine 或/c 氟/n 苯/n 虫/n 酰胺/n_medicine +有机硅/n_medicine 防/v 除/v ,[],"['夜蛾类', '害虫危害']","['阿维菌素', '氯虫苯甲酰胺', '酰胺', '酰胺', '有机硅']"
35-1,炭疽病/n_disease 危害/vn ，建议/v 在/p 发病初期/n_disease 使用/v 甲基硫菌灵/n_medicine 加/v 苯咪甲环唑/n_medicine 或/d 戊唑醇/n_medicine 或/c 咪鲜胺锰盐/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '发病初期']","['甲基硫菌灵', '苯咪甲环唑', '戊唑醇', '咪鲜胺锰盐']"
35-2,你好/n_new ，个别考虑/n_new 病毒病/n_disease ，防治/v 可用/a 氨基寡糖素/n_medicine ，盐酸吗啉胍/n_medicine ，宁南霉素/n_medicine ，松脂酸铜/n_medicine ，病毒/n A/rzv 加上/v 烯啶吡蚜酮/n_medicine ，钝化病毒/n_disease 病/n ，切断/v 传播途径/n_new 。/wj ,[],"['病毒病', '钝化病毒']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
35-3,如果/c 个别现象考虑/n_new 病毒病/n_disease 危害/vn 病毒病/n_disease 通常/d 由/p 蓟马/n_disease 锉/n 吸/v 式/k 或/c 蚜虫/n_disease 等/udeng 刺吸式害虫/n_disease 传染/v 导致/v ，只能预防/n_new 难/ad 治愈/v ，温度/n_new 高/a ，日照/n 强/ng ，干旱/a 的/ude1 气候条件/n_new ，缺水缺/n_disease 肥/n 发病/vi 重/v   建议/n 用/p 6%低/a 聚糖/n_new 素/dg 62-/wp 83毫升/q //w 亩/q 喷雾/n_new 1%香菇/n 多糖/n_new 83-/wp 125毫升/q //w 亩/q 喷雾/n_new 8%宁南霉素/n_medicine 75-/wp 104毫升/q //w 亩/q 喷雾/n_new 5%盐酸吗啉胍/n_medicine 400-/wp 500克/q //w 亩/q 喷雾/n_new 2%氨基寡糖素/n_medicine 160-/wp 230毫升/q //w 亩/q 可以/n_new 用/p 以上/f 药剂/n +碧护/n_medicine +烯啶虫胺/n_medicine +氨基酸叶面肥/n_medicine 交替使用/n_new 防治/vn ,[],"['病毒病', '病毒病', '蓟马', '蚜虫', '刺吸式害虫', '缺水缺']","['宁南霉素', '盐酸吗啉胍', '氨基寡糖素', '碧护', '烯啶虫胺', '氨基酸叶面肥']"
36-1,脐腐病/n_disease 为害/v ，也/d 有/vyou 炭疽病/n_disease 可能/n_new ，叶面喷施/n_new 螯合钙/n_medicine 和/cc 苯甲溴菌腈/n_medicine 。/wj ,[],"['脐腐病', '炭疽病']","['螯合钙', '苯甲溴菌腈']"
36-2,高/a 氮/n 缺硼/n_disease ，缺钙/n_disease 引起/v 严重/ad 缺硼/n_disease 造成/v 的/ude1 。/wj 建议/n 注意/v 均匀/ad 浇水/vi ，防止/v 干旱/a 诱/vg 发生/v 理性/n 缺硼/n_disease ，选用/v 糖/n 醇/ag 硼/n 、/wn 速乐硼/n_medicine 等/udeng 喷施/n_new 缓解/n_new 。/wj 同时/c 注意/v 平衡/a 用/p 肥/n ，控氮/n_new ，提前/vd 补充/v 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 。/wj ,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
36-3,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
37-1,炭疽病/n_disease 用/p 苯醚甲环唑/n_medicine 吡唑醚菌酯/n_medicine 溴/ng 菌/n 氰/w ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯']"
37-2,炭疽病/n_disease ，可用/v 甲/Mg 硫/n ·/w 异菌脲/n_medicine 、/wn 咪/ng 鲜/a ·/w 丙森锌/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 肟/w 菌/n ·/w 戊唑醇/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 苯/n 甲/n ·/w 嘧菌酯/n_medicine 防治/v ,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
37-3,炭疽病/n_disease 用/p 苯醚甲环唑/n_medicine 1000-/wp 1500倍/q 液/ng ，先/d 正/d 达/v 阿/b 米/n 妙/ad 收/v ，吡唑醚菌酯/n_medicine ，750-/wp 1500倍/q 液/ng ，杜邦/nrf 的/ude1 阿砣/n_medicine ，啶氧菌酯/n_medicine 1500-/wp 2000倍/q 液/ng 拜耳/nrf 好/d 力克/v ，戊唑醇/n_medicine 3000-/wp 4000倍/q 液/ng 先/d 正/d 达/v 好/a 迪施/nrf ，百菌清/n_medicine 100-/wp 150克/q //w 亩/q ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
38-1,生理性/n_new 缺硼/n_disease 钙/n 导致/v 的/ude1 脐腐病/n_disease ，可/v 叶面喷施/n_new 速乐硼/n_medicine ，螯合钙/n_medicine ，磷酸二氢钾/n_medicine 调理/v ,[],"['缺硼', '脐腐病']","['速乐硼', '螯合钙', '磷酸二氢钾']"
38-2,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
38-3,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
39-1,炭疽病/n_disease ，可用/v 甲/Mg 硫/n ·/w 异菌脲/n_medicine 、/wn 咪/ng 鲜/a ·/w 丙森锌/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 肟/w 菌/n ·/w 戊唑醇/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 苯/n 甲/n ·/w 嘧菌酯/n_medicine 防治/v ,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
39-2,-/wp 脐腐病/n_disease ；/wf 病害表现/n_disease ：/wp 发生/v 初期/f 首先/n_new 在/p 果实/n 顶端/n 出现/v 一个/mq 或/c 几个/q 凹陷/a 的/ude1 斑点/n ，渐渐/d 变成/v 暗绿色/n_new 的/ude1 斑块/n 。/wj ；/wf 防治方法/n_new ：/wp 在/p 番茄/n_crop 的/ude1 整个/b 种植过程/n_new 中/f 别/d 出现/v 缺水/v ，同时/c 要/v 疏果/n_new 保证/v 养分/,['番茄'],"['脐腐病', '病害表现']",[]
39-3,脐腐病/n_disease ，喷洒/v 1％的/ude1 过磷酸钙/n_medicine 或/c 0·5％氯化钙/n_medicine 加/v 5mg／kg/x 萘乙酸/n_medicine ，0·1％硝酸钙/n_medicine 及/cc 爱多收/n_medicine 6000倍/q 液/ng ，或/c 绿/a 芬/b 威/ng 3号/q 1000－/wp 1500倍/q 液/ng ,[],['脐腐病'],"['过磷酸钙', '氯化钙', '萘乙酸', '硝酸钙', '爱多收']"
40-1,辣椒/n_crop -/wp 病毒病/n_disease ；/wf 病害表现/n_disease ：/wp 心/n 叶/n 邹/nr1 曲/ng ，生长点/n_new 发黄/vn ；/wf 防治方法/n_new ：/wp 宁南霉素/n_medicine 500倍/q ，1·5%植病灵/n_medicine 1000倍/q ，20%病毒/n A500/x 倍/q ，阿泰灵/nr 1500倍/q ；/wf 注意事项/n_new ：/wp 预防/n_new 刺/v 吸/v 式/k 口气/n 害虫/n 。/wj ,['辣椒'],"['病毒病', '病害表现']","['宁南霉素', '植病灵']"
40-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj 。/wj ,[],['肥害'],['微生物菌剂']
40-3,作物/n -/wp 病毒/n 感染/v ；/wf 病害表现/n_disease ：/wp 种苗/n ，种子/n ，土/n 埌/w ，刺/v 吸/v 式/k 口/n 器/ng 传播/v ；/wf 防治方法/n_new ：/wp 只能预防/n_new ，难/ad 治愈/v ，消除/v 病源/n ，清除/v 病株/n ，轮作/vn 药/n 防/v 用/p 高锰酸钾/n 1000倍/q 种子/n 消毒/vn ，防止/v 刺吸式害虫/n_disease 传/v 抪/w ，可以/n_new 用/p 植病灵/n_medicine ，病毒/n 克星/n ，病毒/n 宁/ag ，氟/n 毒/n 磷/n ，海/n 澡/vg 酸钠/n_medicine ,[],"['病害表现', '刺吸式害虫']","['植病灵', '酸钠']"
41-1,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
42-1,可以/n_new 试试/n_new 恶霉灵/n_medicine ,[],[],['恶霉灵']
42-2,茎基腐病/n_disease ，可用/v 王铜/n_medicine    /w 甲霜灵/n_medicine ，甲/Mg 硫/n    /w 恶霉灵/n_medicine ，枯草芽孢杆菌/n_disease ，多   /w 福/n ，精甲霜灵/n_medicine ，咯菌腈/n_medicine ，戊/Mg 唑/x    /w 福美双/n_medicine 防治/vn ,[],"['茎基腐病', '枯草芽孢杆菌']","['王铜', '甲霜灵', '恶霉灵', '精甲霜灵', '咯菌腈', '福美双']"
42-3,茎基腐病/n_disease ，发现/v 病株/n 及时/ad 拔除/v ，病/n 穴/ng 用/p 生石灰/n_medicine 消毒/vn ，喷洒/v 40％灭/v 病/n 威/ng 悬浮剂/n 500倍/q 液/ng ，或/c 50％多菌灵/n_medicine 悬浮剂/n 600倍/q 液/ng ，40％百菌清/n_medicine 悬浮剂/n 500倍/q 液/ng 或/c 50％多宝/n 可/v 湿性粉剂/n_medicine 900倍/q 液/ng ,[],['茎基腐病'],"['生石灰', '多菌灵', '百菌清', '湿性粉剂']"
43-1,可用/v 腐植酸/n_medicine ，枯草芽孢杆菌/n_disease 灌根/n_new ，促进根系生长/n_new ，叶面喷施/n_new 碧护/n_medicine ，磷酸二氢钾/n_medicine 缓解/n_new ,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
43-2,多/ad 考虑/n_new ，天气变化/n_new 。/wj 温度/n_new 不适/a ，根系吸收/n_new 不良/a ，或者/c 用药/n_new 导致/v 生理性/n_new 症状/n ，可用/v 生物菌肥/n_medicine 灌根/n_new 养根/n_new ，叶面/n 芸苔素内酯/n_medicine 喷雾/n_new 缓解/n_new ,[],[],"['生物菌肥', '芸苔素内酯']"
43-3,生理性/n_new ，干旱/a 了/ule 浇水/vi 冲施/n_new 水溶肥/n_medicine 腐/vg 殖/w 酸/a ,[],[],['水溶肥']
44-1,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
44-2,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
44-3,肥料/n 不足/an ，用/v 腐植酸/n_medicine 和/cc 枯草芽孢杆菌/n_disease 灌/v 墩/ng ，叶面喷施/n_new 碧护/n_medicine 和/cc 磷酸二氢钾/n_medicine 。/wj ,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
45-1,蓟/w 马飞/nr 虱/w 危害/v 喷施/n_new 功夫/n 联苯菊酯/n_medicine ，吡蚜酮/n_medicine 烯啶虫胺/n_medicine 防治/vn ,[],[],"['联苯菊酯', '吡蚜酮', '烯啶虫胺']"
45-2,蓟马/n_disease 危害/vn ，蓟马/n_disease 个体/n 小/a ，一般/n_new 不/d 容易/ad 看到/v ，锉/n 吸/v 式/k 口/n 器/ng ，像/p 锉/n 一样/n_new 把/pba 叶片/n 锉/n 吸食/v 汁液/n ，所以/c 形成/v 这种/r 病斑/n_disease ，现在/n_new 来说/uls ，防治/v 效果/n 相对/d 较/d 好/a 的/ude1 药剂/n 有/vyou 乙基多杀菌素/n_medicine 或者/c 螺虫乙酯/n_medicine ＋/w 联苯菊酯/n_medicine 或者/c 氟啶虫/n_disease 酰胺/n_medicine 或者/c 氟啶虫/n_disease 胺/n 啨/w 或者/c 唑/x 虫/n 酰胺/n_medicine ，这/rzv 几个/q 药剂/n 比较/d 贵/a ，效益/n 好/a 的/ude1 时间/n 用/v ，常规/n 的/ude1 药剂/n 有/vyou 吡虫啉/n_medicine ，或者/c 啶/x 虫/n 脒/w 或者/c 烯啶虫胺/n_medicine 或者/d 吡蚜酮/n_medicine ，最/d 好/a 加上/v 菊酯/n_medicine 类/n ，注意轮换/n_new 用药/n_new ，以防/v 产生抗药性/n_disease ，最后/f ，打/v 蓟马/n_disease 一定/d 要/v 注意/v 以下/f 几点/qt ，第一/n_new ，早晨/t 或者/c 傍晚/t 用药/n_new ，第二，加/v 有机硅/n_medicine 助剂/n 或者/c 植物油/n 助剂/n ，第三，把/pba 地面/n ，杂草/n_disease 也/d 喷/v 一下/mq (/wkz 因为/p 蓟马/n_disease 容易/ad 把/pba 你/rr 在/p 里面/f )/wky ，第四，最好/d 统/vd 防/v 统治/vn ，否则/c 你/rr 自己/rr 地/n 里/f 打/v ，别人/rr 不/d 打/v ，别人/rr 田间/s 的/ude1 蓟马/n_disease 也/d 会/v 跑/v 到/v 你/rr 地/n 里/f ！/wt 自己/rr 平时/t 用药/n_new 时间/n 注意观察/n_new ，有些/rz 药剂/n 持/v 效/ng 期/ng 长/a ，自己/rr 注意观察/n_new 在/p 当地/s 效果/n 较/d 高/a 的/ude1 药剂/n ，因为/p 各地/rzs 蓟马/n_disease 对/p 不同/a 药剂/n 的/ude1 抗性/n_new 不/d 一样/n_new ,[],"['蓟马', '蓟马', '病斑', '氟啶虫', '氟啶虫', '产生抗药性', '蓟马', '杂草', '蓟马', '蓟马', '蓟马']","['乙基多杀菌素', '螺虫乙酯', '联苯菊酯', '酰胺', '酰胺', '吡虫啉', '烯啶虫胺', '吡蚜酮', '菊酯', '有机硅']"
45-3,你好/n_new ，蓟马/n_disease 危害/vn ，白粉虱/n_disease 危害/v ，防治/v 烯啶虫胺/n_medicine ，联苯菊酯/n_medicine ，噻虫嗪/n_medicine ，高氯/n_new ，乙基多杀菌素/n_medicine 。/wj 艾美乐/nr 或者/c 艾绿士/nr 或者/c 特/ag 福利/n 。/wj ,[],"['蓟马', '白粉虱']","['烯啶虫胺', '联苯菊酯', '噻虫嗪', '乙基多杀菌素']"
46-1,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['微生物菌剂']
46-2,温度/n_new 不适/a 喷药/v 不当/a 引起/v 喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine ，冲施/n_new 腐/vg 殖/w 酸/a 枯草芽孢杆菌/n_disease ,[],['枯草芽孢杆菌'],['氨基酸']
46-3,温度/n_new 不适/a 或/c 药害/n_new ，可/v 叶面喷施/n_new 碧护/n_medicine ，磷酸二氢钾/n_medicine 缓解/n_new ,[],[],"['碧护', '磷酸二氢钾']"
47-1,你好/n_new ，注意/v 炭疽病/n_disease ，防治/v 可用/a ，  42·8%氟菌/n_disease 肟菌酯/n_medicine 1500倍/q 液/ng   10%苯醚甲环唑/n_medicine 1500倍/q 液/ng   25%吡唑醚菌酯/n_medicine 1500倍/q 液/ng   75%肟菌戊唑醇/n_medicine 4000//w 6000倍/q 液/ng   45%咪鲜胺/n_medicine 750//w 1000倍/q 液/ng   22·5%啶氧菌酯/n_medicine ，也/d 可以/n_new 用/v 咪鲜胺/n_medicine 丙森锌/n_medicine ，咪鲜胺/n_medicine 异菌脲/n_medicine ，吡唑醚菌酯/n_medicine 。/wj 结合/v 二氢/n 钾/n 或者/c 氨基酸叶面肥/n_medicine 交替用药/n_new ,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺', '啶氧菌酯', '咪鲜胺', '丙森锌', '咪鲜胺', '异菌脲', '吡唑醚菌酯', '氨基酸叶面肥']"
47-2,考虑温度不适/n_new 或/c 根系发育不良导致/n_disease 建议/n 随/p 水/n 冲施/n_new 腐/vg 殖/w 酸/a +枯草芽孢杆菌/n_disease ，促进根系生长发育/n_new ，叶面喷施/n_new 碧护/n_medicine +磷酸二氢钾/n_medicine 调节/n_new 生长/vn ,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
